id,id_category,product_name
124,11,"Skin 3M dán full body cho máy ảnh canon eos R5 , Eos R6"
125,11,Máy quay kỹ thuật số cầm tay HD 1080P 16X HD 1080P
126,11,Inch TFT LCD Display 18MP 720P 8x Zoom HD Digital Camera Anti-Shake Camcorder Videos CMOS Micro Camera
127,11,Máy ảnh film pns Pentax Espio 125M
128,11,Camera SLR Kĩ Thuật Số Siêu Mỏng Hd 1080p Slr 4k Dv 2.4 Inch Zoom 16x
129,11,Bộ máy ảnh canon 450D kèm ống kính
130,11,Bộ máy ảnh Mirrorless Nikon 1 J2 kèm ống kính Kit NIKKOR 10-30mm f/3.5–5.6VR
131,11,Bộ máy ảnh Canon EOS 100D (Kiss X7) kèm ống kính Canon EF-S 18-55mm
132,11,Máy ảnh Canon M50 kèm lens 15-45mm
133,12,Set 2 khăn tắm + khăn mặt gấu hồng LOTSO
134,12,"Mũ gội đầu chắn nước bảo vệ tai cho bé 0 - 6 tuổi, có thể điều chỉnh vòng đầu"
135,12,"Nón bảo hiểm 3/4 Tiroshi chính hãng, mũ bảo hiểm cao cấp thời trang thoáng khí, bảo vệ đầu chống va đập"
136,12,Tem rời sirius mẫu zin + tem 3 lớp+ 50cc -110cc
137,12,Đèn trợ sáng l4 Ngắn 3 chế độ Sáng tặng kèm công tắc + ốc gương
138,12, Ngắn 3 chế độ Sáng tặng kèm công tắc
139,12,Máy lọc nước 2 vòi Nóng Nguội AQuausan mẫu mới 2022
140,12,"Máy hút bụi cầm tay - Máy hút không dây lực hút siêu mạnh sử dụng pin sạc, dùng hút bụi ô tô, bụi giường thảm vv."
141,12,Kính Mát Gọng Vuông Lớn Chống Ánh Sáng Xanh Thời Trang Hàn Quốc
142,12,Vòng Đeo Tay Mặt Gấu Trong Suốt Ba Chiều Thời Trang Hàn Quốc
143,12,"Toàn Quốc [E-Voucher] Gói Netflix Premium HD/4K - Gói 3 tháng, 6 tháng và 12 tháng gói share"
144,12,Thẻ viettel 20k
147,1,Sản phẩm số 1
148,1,test 1234
149,2,test 234
